order,family,name,year,date1,date2,individuals
LEPIDOPTERA,BATRACHEDRIDAE,Batrachedra praeangusta Hw.,2001,7/24/01,7/25/01,3
LEPIDOPTERA,BATRACHEDRIDAE,Batrachedra praeangusta Hw.,2001,7/26/01,7/29/01,4
LEPIDOPTERA,BATRACHEDRIDAE,Batrachedra praeangusta Hw.,2001,7/30/01,8/2/01,2
LEPIDOPTERA,BATRACHEDRIDAE,Batrachedra praeangusta Hw.,2001,8/3/01,8/6/01,2
LEPIDOPTERA,BATRACHEDRIDAE,Batrachedra praeangusta Hw.,2001,8/7/01,8/9/01,3
LEPIDOPTERA,BATRACHEDRIDAE,Batrachedra praeangusta Hw.,2001,8/10/01,8/13/01,3
LEPIDOPTERA,BATRACHEDRIDAE,Batrachedra praeangusta Hw.,2001,8/14/01,8/16/01,18
LEPIDOPTERA,BATRACHEDRIDAE,Batrachedra praeangusta Hw.,2001,8/17/01,8/26/01,2
LEPIDOPTERA,BATRACHEDRIDAE,Batrachedra praeangusta Hw.,2001,8/27/01,9/2/01,1
LEPIDOPTERA,BATRACHEDRIDAE,Batrachedra praeangusta Hw.,2002,7/4/02,7/7/02,1
LEPIDOPTERA,BATRACHEDRIDAE,Batrachedra praeangusta Hw.,2002,7/8/02,7/11/02,1
LEPIDOPTERA,BATRACHEDRIDAE,Batrachedra praeangusta Hw.,2002,7/12/02,7/15/02,1
LEPIDOPTERA,BATRACHEDRIDAE,Batrachedra praeangusta Hw.,2002,7/16/02,7/17/02,3
LEPIDOPTERA,BATRACHEDRIDAE,Batrachedra praeangusta Hw.,2002,7/18/02,7/28/02,2
LEPIDOPTERA,BATRACHEDRIDAE,Batrachedra praeangusta Hw.,2002,7/29/02,7/31/02,1
LEPIDOPTERA,BATRACHEDRIDAE,Batrachedra praeangusta Hw.,2002,8/8/02,8/11/02,1
LEPIDOPTERA,BATRACHEDRIDAE,Batrachedra praeangusta Hw.,2002,8/12/02,8/14/02,8
LEPIDOPTERA,BATRACHEDRIDAE,Batrachedra praeangusta Hw.,2002,8/15/02,8/19/02,1
LEPIDOPTERA,BATRACHEDRIDAE,Batrachedra praeangusta Hw.,2002,8/27/02,8/29/02,1
LEPIDOPTERA,BATRACHEDRIDAE,Batrachedra praeangusta Hw.,2003,7/15/03,7/20/03,1
LEPIDOPTERA,BATRACHEDRIDAE,Batrachedra praeangusta Hw.,2003,7/21/03,7/24/03,1
LEPIDOPTERA,BATRACHEDRIDAE,Batrachedra praeangusta Hw.,2003,7/25/03,7/31/03,3
LEPIDOPTERA,BATRACHEDRIDAE,Batrachedra praeangusta Hw.,2003,8/1/03,8/8/03,7
LEPIDOPTERA,BATRACHEDRIDAE,Batrachedra praeangusta Hw.,2003,8/9/03,8/14/03,2
LEPIDOPTERA,BATRACHEDRIDAE,Batrachedra praeangusta Hw.,2003,8/29/03,9/15/03,1
LEPIDOPTERA,BATRACHEDRIDAE,Batrachedra praeangusta Hw.,2004,7/19/04,7/21/04,1
LEPIDOPTERA,BATRACHEDRIDAE,Batrachedra praeangusta Hw.,2004,7/30/04,8/1/04,3
LEPIDOPTERA,BATRACHEDRIDAE,Batrachedra praeangusta Hw.,2004,8/2/04,8/3/04,1
LEPIDOPTERA,BATRACHEDRIDAE,Batrachedra praeangusta Hw.,2004,8/13/04,8/15/04,3
LEPIDOPTERA,BATRACHEDRIDAE,Batrachedra praeangusta Hw.,2004,8/16/04,8/17/04,3
LEPIDOPTERA,BATRACHEDRIDAE,Batrachedra praeangusta Hw.,2005,7/30/05,8/2/05,2
LEPIDOPTERA,BATRACHEDRIDAE,Batrachedra praeangusta Hw.,2005,8/3/05,8/5/05,7
LEPIDOPTERA,BATRACHEDRIDAE,Batrachedra praeangusta Hw.,2005,8/6/05,8/14/05,2
LEPIDOPTERA,BATRACHEDRIDAE,Batrachedra praeangusta Hw.,2005,8/17/05,8/18/05,1
LEPIDOPTERA,BATRACHEDRIDAE,Batrachedra praeangusta Hw.,2005,8/19/05,8/22/05,4
LEPIDOPTERA,BATRACHEDRIDAE,Batrachedra praeangusta Hw.,2005,8/26/05,8/29/05,3
LEPIDOPTERA,BATRACHEDRIDAE,Batrachedra praeangusta Hw.,2006,7/7/06,7/9/06,1
LEPIDOPTERA,BATRACHEDRIDAE,Batrachedra praeangusta Hw.,2006,7/14/06,7/20/06,3
LEPIDOPTERA,BATRACHEDRIDAE,Batrachedra praeangusta Hw.,2006,7/21/06,7/27/06,8
LEPIDOPTERA,BATRACHEDRIDAE,Batrachedra praeangusta Hw.,2006,7/28/06,8/3/06,3
LEPIDOPTERA,BATRACHEDRIDAE,Batrachedra praeangusta Hw.,2006,8/4/06,8/6/06,4
LEPIDOPTERA,BATRACHEDRIDAE,Batrachedra praeangusta Hw.,2006,8/7/06,8/10/06,9
LEPIDOPTERA,BATRACHEDRIDAE,Batrachedra praeangusta Hw.,2006,8/11/06,8/16/06,1
LEPIDOPTERA,BATRACHEDRIDAE,Batrachedra praeangusta Hw.,2006,8/25/06,8/31/06,1
LEPIDOPTERA,BATRACHEDRIDAE,Batrachedra praeangusta Hw.,2007,7/9/07,7/18/07,1
LEPIDOPTERA,BATRACHEDRIDAE,Batrachedra praeangusta Hw.,2007,8/3/07,8/8/07,1
LEPIDOPTERA,BATRACHEDRIDAE,Batrachedra praeangusta Hw.,2007,8/9/07,8/13/07,2
LEPIDOPTERA,BATRACHEDRIDAE,Batrachedra praeangusta Hw.,2008,7/3/08,7/8/08,1
LEPIDOPTERA,BATRACHEDRIDAE,Batrachedra praeangusta Hw.,2008,7/11/08,7/23/08,1
LEPIDOPTERA,BATRACHEDRIDAE,Batrachedra praeangusta Hw.,2008,7/24/08,7/28/08,1
LEPIDOPTERA,BATRACHEDRIDAE,Batrachedra praeangusta Hw.,2008,7/29/08,8/3/08,5
LEPIDOPTERA,BATRACHEDRIDAE,Batrachedra praeangusta Hw.,2008,8/4/08,8/7/08,1
LEPIDOPTERA,BATRACHEDRIDAE,Batrachedra praeangusta Hw.,2008,8/8/08,8/14/08,1
LEPIDOPTERA,BATRACHEDRIDAE,Batrachedra praeangusta Hw.,2008,8/15/08,8/18/08,1
LEPIDOPTERA,BATRACHEDRIDAE,Batrachedra praeangusta Hw.,2008,8/29/08,9/4/08,1
LEPIDOPTERA,BATRACHEDRIDAE,Batrachedra praeangusta Hw.,2009,6/26/09,6/28/09,1
LEPIDOPTERA,BATRACHEDRIDAE,Batrachedra praeangusta Hw.,2009,7/3/09,7/10/09,1
LEPIDOPTERA,BATRACHEDRIDAE,Batrachedra praeangusta Hw.,2009,7/11/09,7/20/09,2
LEPIDOPTERA,BATRACHEDRIDAE,Batrachedra praeangusta Hw.,2009,7/21/09,7/27/09,1
LEPIDOPTERA,BATRACHEDRIDAE,Batrachedra praeangusta Hw.,2009,7/28/09,8/2/09,2
LEPIDOPTERA,BATRACHEDRIDAE,Batrachedra praeangusta Hw.,2009,8/10/09,8/16/09,4
LEPIDOPTERA,BATRACHEDRIDAE,Batrachedra praeangusta Hw.,2009,8/26/09,8/27/09,2
LEPIDOPTERA,BEDELLIIDAE,Bedellia somnulentella Zell.,2003,6/23/03,7/10/03,1
LEPIDOPTERA,BEDELLIIDAE,Bedellia somnulentella Zell.,2003,8/29/03,9/15/03,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix bechsteiniella Bechs. & Scharf.,1993,6/1/93,6/6/93,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix bechsteiniella Bechs. & Scharf.,1997,6/9/97,6/12/97,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix bechsteiniella Bechs. & Scharf.,1997,8/14/97,8/17/97,3
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix bechsteiniella Bechs. & Scharf.,1997,8/18/97,8/21/97,2
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix bechsteiniella Bechs. & Scharf.,1999,5/26/99,5/30/99,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix bechsteiniella Bechs. & Scharf.,2000,5/11/00,5/16/00,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix bechsteiniella Bechs. & Scharf.,2003,6/2/03,6/9/03,2
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix bechsteiniella Bechs. & Scharf.,2005,5/25/05,5/29/05,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix bechsteiniella Bechs. & Scharf.,2006,6/14/06,6/20/06,2
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix bechsteiniella Bechs. & Scharf.,2006,7/21/06,7/27/06,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix bechsteiniella Bechs. & Scharf.,2009,7/21/09,7/27/09,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix bechsteiniella Bechs. & Scharf.,2009,7/28/09,8/2/09,2
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix bechsteiniella Bechs. & Scharf.,2009,8/3/09,8/6/09,2
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix cristatella Zell.,2006,7/28/06,8/3/06,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix maritima Stt.,1997,8/18/97,8/21/97,2
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix maritima Stt.,1999,8/6/99,8/8/99,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix maritima Stt.,2001,8/14/01,8/16/01,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix maritima Stt.,2007,8/9/07,8/13/07,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix nigricomella Zell.,2001,8/17/01,8/26/01,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix nigricomella Zell.,2002,8/1/02,8/4/02,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix nigricomella Zell.,2003,8/19/03,8/28/03,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix nigricomella Zell.,2009,7/11/09,7/20/09,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix thoracella Thbg.,1992,7/6/92,7/8/92,3
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix thoracella Thbg.,1992,7/13/92,7/16/92,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix thoracella Thbg.,1992,7/17/92,7/20/92,5
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix thoracella Thbg.,1992,7/21/92,7/23/92,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix thoracella Thbg.,1992,8/3/92,8/5/92,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix thoracella Thbg.,1993,5/17/93,5/23/93,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix thoracella Thbg.,1994,7/25/94,7/26/94,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix thoracella Thbg.,1995,7/21/95,7/21/95,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix thoracella Thbg.,1995,8/1/95,8/1/95,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix thoracella Thbg.,1995,8/2/95,8/2/95,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix thoracella Thbg.,1995,8/3/95,8/3/95,2
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix thoracella Thbg.,1995,8/6/95,8/6/95,2
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix thoracella Thbg.,1995,8/10/95,8/13/95,3
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix thoracella Thbg.,1995,8/14/95,8/16/95,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix thoracella Thbg.,1997,8/1/97,8/3/97,2
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix thoracella Thbg.,1997,8/8/97,8/13/97,3
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix thoracella Thbg.,1997,8/14/97,8/17/97,3
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix thoracella Thbg.,1997,8/18/97,8/21/97,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix thoracella Thbg.,1998,8/7/98,8/11/98,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix thoracella Thbg.,1998,8/14/98,8/18/98,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix thoracella Thbg.,1999,8/4/99,8/5/99,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix thoracella Thbg.,1999,8/6/99,8/8/99,8
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix thoracella Thbg.,1999,8/9/99,8/10/99,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix thoracella Thbg.,1999,8/19/99,8/22/99,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix thoracella Thbg.,2000,5/11/00,5/16/00,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix thoracella Thbg.,2001,5/10/01,5/21/01,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix thoracella Thbg.,2001,7/26/01,7/29/01,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix thoracella Thbg.,2001,7/30/01,8/2/01,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix thoracella Thbg.,2001,8/14/01,8/16/01,3
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix thoracella Thbg.,2002,7/12/02,7/15/02,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix thoracella Thbg.,2003,5/21/03,5/26/03,2
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix thoracella Thbg.,2003,7/15/03,7/20/03,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix thoracella Thbg.,2003,7/25/03,7/31/03,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix thoracella Thbg.,2003,8/1/03,8/8/03,7
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix thoracella Thbg.,2003,8/9/03,8/14/03,2
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix thoracella Thbg.,2004,7/30/04,8/1/04,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix thoracella Thbg.,2004,8/16/04,8/17/04,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix thoracella Thbg.,2009,8/10/09,8/16/09,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,1992,7/17/92,7/20/92,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,1992,7/29/92,8/2/92,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,1992,8/3/92,8/5/92,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,1992,8/6/92,8/9/92,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,1992,8/10/92,8/12/92,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,1993,5/17/93,5/23/93,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,1993,6/1/93,6/6/93,3
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,1993,6/7/93,6/10/93,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,1993,6/11/93,6/14/93,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,1993,8/26/93,8/31/93,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,1994,6/8/94,6/13/94,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,1994,7/25/94,7/26/94,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,1994,8/22/94,8/25/94,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,1995,6/20/95,6/25/95,5
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,1995,6/26/95,6/27/95,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,1995,8/3/95,8/3/95,3
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,1995,8/6/95,8/6/95,10
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,1995,8/7/95,8/7/95,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,1995,8/8/95,8/9/95,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,1995,8/10/95,8/13/95,8
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,1995,8/14/95,8/16/95,5
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,1995,8/17/95,8/17/95,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,1995,8/19/95,8/20/95,2
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,1996,6/13/96,6/20/96,2
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,1996,7/5/96,7/11/96,2
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,1996,7/12/96,7/17/96,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,1996,8/14/96,8/15/96,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,1996,8/16/96,8/18/96,3
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,1997,5/30/97,6/3/97,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,1997,6/24/97,6/30/97,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,1997,7/28/97,7/31/97,2
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,1997,8/4/97,8/7/97,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,1997,8/8/97,8/13/97,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,1997,8/14/97,8/17/97,3
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,1998,5/19/98,5/26/98,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,1998,6/2/98,6/7/98,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,1998,6/8/98,6/11/98,2
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,1998,6/15/98,6/18/98,2
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,1998,8/7/98,8/11/98,2
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,1998,8/14/98,8/18/98,2
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,1998,8/19/98,8/20/98,3
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,1998,8/24/98,8/27/98,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,1999,5/26/99,5/30/99,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,1999,8/4/99,8/5/99,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,1999,8/6/99,8/8/99,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,1999,8/9/99,8/10/99,2
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,1999,8/11/99,8/12/99,2
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2000,5/4/00,5/10/00,3
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2000,5/11/00,5/16/00,6
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2000,6/16/00,6/21/00,2
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2000,7/28/00,7/30/00,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2000,8/2/00,8/3/00,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2000,8/14/00,8/20/00,5
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2000,8/21/00,8/24/00,2
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2000,9/1/00,9/26/00,2
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2001,5/22/01,5/31/01,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2001,6/20/01,6/24/01,2
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2001,6/28/01,7/1/01,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2001,7/2/01,7/3/01,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2001,7/24/01,7/25/01,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2001,7/26/01,7/29/01,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2001,8/14/01,8/16/01,5
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2001,8/17/01,8/26/01,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2002,5/13/02,5/23/02,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2002,5/24/02,5/28/02,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2002,6/1/02,6/10/02,2
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2002,6/11/02,6/16/02,3
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2002,7/16/02,7/17/02,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2002,7/18/02,7/28/02,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2002,8/5/02,8/7/02,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2002,8/12/02,8/14/02,6
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2002,8/15/02,8/19/02,4
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2002,8/27/02,8/29/02,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2002,8/30/02,9/4/02,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2003,5/21/03,5/26/03,3
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2003,5/27/03,6/1/03,4
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2003,6/2/03,6/9/03,2
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2003,6/10/03,6/15/03,2
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2003,8/1/03,8/8/03,10
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2003,8/9/03,8/14/03,6
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2003,8/19/03,8/28/03,2
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2004,6/8/04,6/10/04,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2004,7/28/04,7/29/04,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2004,7/30/04,8/1/04,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2004,8/6/04,8/8/04,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2005,6/18/05,6/21/05,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2005,6/22/05,6/26/05,2
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2005,7/30/05,8/2/05,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2005,8/3/05,8/5/05,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2005,8/17/05,8/18/05,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2005,8/26/05,8/29/05,2
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2006,6/9/06,6/11/06,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2006,6/12/06,6/13/06,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2006,7/21/06,7/27/06,6
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2006,7/28/06,8/3/06,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2006,8/7/06,8/10/06,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2006,8/17/06,8/24/06,2
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2007,5/15/07,5/21/07,5
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2007,5/22/07,5/30/07,5
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2007,5/31/07,6/6/07,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2007,6/7/07,6/10/07,10
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2007,6/11/07,6/12/07,2
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2007,6/22/07,6/25/07,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2007,8/9/07,8/13/07,8
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2007,8/24/07,8/30/07,2
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2007,9/1/07,9/5/07,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2007,9/6/07,9/12/07,2
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2008,5/6/08,5/13/08,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2008,5/27/08,6/2/08,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2008,6/3/08,6/8/08,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2008,7/11/08,7/23/08,2
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2008,7/29/08,8/3/08,6
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2008,8/22/08,8/24/08,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2008,8/25/08,8/28/08,2
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2009,5/20/09,6/2/09,4
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2009,8/3/09,8/6/09,1
LEPIDOPTERA,BUCCULATRICIDAE,Bucculatrix ulmella Zell.,2009,8/10/09,8/16/09,1
LEPIDOPTERA,CHIMABACHIDAE,Diurnea fagella D. & S.,1996,5/1/96,5/31/96,1
